processo_id,data_distribuicao,data_ultima_mov,lead_time_days,uf,tipo_acao,valor_causa,risco_cpc25,probabilidade_perda,valor_provisao,custo_defesa,status
PROC-2026-01239,2019-07-23,2023-12-05,1596,SP,Cível - Execução,83909.2,Provável,0.98,82598.97,38688.41,Encerrado
PROC-2026-01240,2015-05-07,2021-12-01,2400,SP,Cível - Execução,447979.17,Provável,0.81,363490.99,70375.86,Ativo
PROC-2026-01241,2018-01-18,2021-08-30,1320,SP,Cível - Outros,283057.7,Possível,0.46,141528.85,85005.74,Encerrado
PROC-2026-01242,2018-08-28,2030-12-23,4500,SP,Cível - Execução,66563.07,Possível,0.57,33281.54,118485.26,Ativo
PROC-2026-01243,2018-12-04,2020-09-12,648,SP,Cível - Outros,329852.05,Possível,0.53,164926.02,20326.51,Encerrado
PROC-2026-01244,2019-08-03,2029-07-15,3634,SP,Cível - Outros,161118.89,Provável,0.83,133917.17,173801.9,Encerrado
PROC-2026-01245,2017-10-05,2032-01-25,5225,SP,Cível - Outros,472195.69,Provável,0.91,430739.94,269764.9,Ativo
PROC-2026-01246,2019-02-05,2029-01-31,3648,SP,Cível - Execução,94297.96,Provável,0.75,70401.37,170268.31,Encerrado
PROC-2026-01247,2017-07-14,2019-10-20,828,SP,Cível - Execução,320716.92,Possível,0.49,160358.46,36718.53,Ativo
PROC-2026-01248,2015-11-22,2022-09-05,2479,SP,Cível - Execução,214390.06,Provável,0.89,190566.1,162134.42,Encerrado
PROC-2026-01249,2015-06-04,2021-02-06,2074,SP,Cível - Execução,324116.58,Possível,0.58,162058.29,36764.02,Ativo
PROC-2026-01250,2017-11-17,2021-09-17,1400,SP,Cível - Execução,263804.4,Possível,0.46,131902.2,69264.11,Encerrado
PROC-2026-01251,2019-05-14,2021-02-08,636,SP,Cível - Execução,191495.31,Provável,0.87,167225.18,26858.74,Encerrado
PROC-2026-01252,2016-06-17,2019-01-01,928,SP,Cível - Execução,421073.15,Provável,0.96,405117.06,27892.4,Encerrado
PROC-2026-01253,2019-07-11,2027-05-10,2860,SP,Cível - Execução,371730.81,Provável,0.74,274640.56,120099.95,Encerrado
PROC-2026-01254,2015-05-26,2018-06-17,1118,SP,Cível - Outros,127316.19,Provável,0.77,97532.34,51463.33,Encerrado
PROC-2026-01255,2018-11-02,2024-08-10,2108,SP,Cível - Execução,403595.87,Possível,0.33,201797.94,134976.21,Encerrado
PROC-2026-01256,2015-05-26,2020-02-17,1728,SP,Cível - Execução,129149.69,Provável,0.81,104756.5,57084.8,Encerrado
PROC-2026-01257,2015-08-16,2018-09-05,1116,SP,Cível - Execução,169166.93,Provável,0.83,141223.01,52406.56,Encerrado
PROC-2026-01258,2015-12-03,2023-10-30,2888,SP,Cível - Execução,474565.7,Possível,0.49,237282.85,69805.85,Encerrado
PROC-2026-01259,2018-01-31,2027-08-24,3492,SP,Cível - Outros,401622.14,Possível,0.54,200811.07,223135.79,Ativo
PROC-2026-01260,2017-06-20,2021-11-16,1610,SP,Cível - Execução,248380.51,Possível,0.63,124190.26,26982.57,Encerrado
PROC-2026-01261,2019-11-04,2027-09-23,2880,SP,Cível - Execução,173264.8,Possível,0.36,86632.4,94884.92,Encerrado
PROC-2026-01262,2018-03-15,2049-08-09,11470,SP,Cível - Outros,389233.53,Possível,0.43,194616.76,395630.62,Ativo
PROC-2026-01263,2016-04-09,2018-04-14,735,SP,Cível - Outros,198340.63,Provável,0.89,176994.34,12619.34,Encerrado
PROC-2026-01264,2016-12-13,2018-12-08,725,SP,Cível - Outros,137028.4,Provável,0.73,100514.86,27937.59,Encerrado
PROC-2026-01265,2018-02-26,2032-03-27,5143,SP,Cível - Outros,389003.99,Provável,0.73,283250.97,214854.44,Encerrado
PROC-2026-01266,2015-08-30,2020-11-01,1890,SP,Cível - Execução,136582.85,Possível,0.52,68291.42,99998.05,Ativo
PROC-2026-01267,2015-11-12,2021-11-21,2201,SP,Cível - Execução,90977.58,Provável,0.91,82408.59,48672.86,Encerrado
PROC-2026-01268,2015-05-17,2017-07-17,792,SP,Cível - Indenizatória,427688.78,Provável,0.94,401067.6,29545.75,Encerrado
PROC-2026-01269,2017-05-15,2030-08-28,4853,SP,Cível - Execução,431707.11,Provável,0.93,402948.93,259559.73,Ativo
PROC-2026-01270,2017-05-12,2020-02-14,1008,SP,Cível - Execução,422855.66,Provável,0.91,385676.42,57531.48,Encerrado
PROC-2026-01271,2018-04-27,2019-12-12,594,SP,Cível - Execução,470873.53,Provável,0.8,377862.04,33005.62,Ativo
PROC-2026-01272,2018-10-17,2028-11-15,3682,SP,Cível - Outros,419115.85,Provável,0.74,311994.03,180794.17,Ativo
PROC-2026-01273,2015-06-05,2016-12-11,555,SP,Cível - Execução,29865.64,Provável,0.74,22130.66,18657.73,Ativo
PROC-2026-01274,2018-02-20,2021-08-16,1273,SP,Cível - Indenizatória,277579.61,Provável,0.86,238373.58,32091.87,Encerrado
PROC-2026-01275,2017-03-03,2018-04-27,420,SP,Cível - Execução,123088.51,Possível,0.52,61544.26,20880.08,Encerrado
PROC-2026-01276,2017-07-01,2020-02-08,952,SP,Cível - Outros,284125.65,Possível,0.44,142062.83,57487.02,Ativo
PROC-2026-01277,2019-10-03,2035-08-12,5792,SP,Cível - Execução,251274.1,Provável,0.96,240817.63,236565.71,Encerrado
PROC-2026-01278,2019-08-17,2023-06-21,1404,SP,Cível - Outros,52143.64,Possível,0.42,26071.82,71227.57,Encerrado
PROC-2026-01279,2015-03-10,2024-05-27,3366,SP,Cível - Execução,242379.93,Provável,0.93,225066.46,193647.29,Ativo
PROC-2026-01280,2016-03-18,2031-08-03,5616,SP,Cível - Execução,411017.66,Provável,0.85,351377.43,278607.9,Encerrado
PROC-2026-01281,2015-01-12,2016-07-23,558,SP,Cível - Execução,246086.16,Provável,0.94,231439.21,36624.15,Ativo
PROC-2026-01282,2019-06-29,2020-02-24,240,SP,Cível - Outros,341308.27,Possível,0.31,170654.13,4390.36,Encerrado
PROC-2026-01283,2017-12-27,2024-03-17,2272,SP,Cível - Outros,146559.27,Provável,0.75,109575.61,98652.69,Ativo
PROC-2026-01284,2016-07-31,2029-02-09,4576,SP,Cível - Execução,444447.66,Provável,0.88,391498.27,234630.45,Ativo
PROC-2026-01285,2019-04-02,2027-01-12,2842,SP,Cível - Execução,250359.27,Provável,0.77,191678.8,186330.1,Encerrado
PROC-2026-01286,2017-05-11,2027-03-20,3600,SP,Cível - Outros,294673.72,Possível,0.6,147336.86,239215.22,Encerrado
PROC-2026-01287,2016-04-06,2017-12-07,610,SP,Cível - Execução,281915.67,Provável,0.9,254363.85,27151.59,Ativo
PROC-2026-01288,2017-11-20,2022-08-30,1744,SP,Cível - Execução,72984.78,Provável,0.82,59895.86,56082.81,Encerrado
PROC-2026-01289,2016-09-16,2018-01-05,476,SP,Cível - Execução,463052.68,Provável,0.92,424409.96,9245.77,Ativo
PROC-2026-01290,2018-12-31,2022-06-13,1260,SP,Cível - Execução,263037.18,Provável,0.85,224722.09,70579.49,Encerrado
PROC-2026-01291,2017-02-11,2030-07-12,4899,SP,Cível - Indenizatória,261287.65,Provável,0.95,247464.44,195782.76,Ativo
PROC-2026-01292,2018-04-07,2024-11-19,2418,SP,Cível - Execução,471550.45,Provável,0.75,353022.66,47740.95,Encerrado
PROC-2026-01293,2016-10-03,2022-12-29,2278,SP,Cível - Execução,393358.07,Provável,0.99,388980.71,86651.72,Encerrado
PROC-2026-01294,2015-08-04,2027-06-29,4347,SP,Cível - Execução,313407.02,Provável,0.84,262269.52,216426.03,Ativo
PROC-2026-01295,2016-07-04,2033-05-12,6156,SP,Cível - Execução,352697.1,Provável,0.93,327503.93,117953.74,Ativo
PROC-2026-01296,2019-02-07,2031-10-06,4624,SP,Cível - Execução,260281.89,Possível,0.3,130140.94,105819.58,Encerrado
PROC-2026-01297,2015-03-04,2017-08-20,900,SP,Cível - Outros,37387.84,Provável,0.85,31698.98,24196.9,Encerrado
PROC-2026-01298,2019-09-13,2041-11-01,8085,SP,Cível - Execução,115826.15,Provável,0.82,94578.68,405260.86,Ativo
PROC-2026-01299,2019-03-20,2020-01-22,308,SP,Cível - Execução,315587.28,Provável,0.93,294342.66,17637.41,Encerrado
PROC-2026-01300,2015-04-12,2026-06-03,4070,SP,Cível - Execução,187323.97,Provável,0.77,143875.86,210100.87,Encerrado
PROC-2026-01301,2016-09-03,2022-04-05,2040,SP,Cível - Execução,66575.97,Provável,0.92,60960.5,92486.8,Encerrado
PROC-2026-01302,2018-05-18,2019-01-13,240,SP,Cível - Outros,6894.93,Provável,0.73,5010.6,12193.04,Ativo
PROC-2026-01303,2018-07-13,2025-01-24,2387,SP,Cível - Outros,249106.27,Possível,0.64,124553.13,79966.24,Ativo
PROC-2026-01304,2015-08-11,2032-03-02,6048,SP,Cível - Execução,264793.5,Provável,0.85,226286.69,373642.5,Encerrado
PROC-2026-01305,2017-11-09,2028-06-08,3864,SP,Cível - Execução,304355.07,Possível,0.4,152177.54,164191.83,Encerrado
PROC-2026-01306,2016-12-07,2022-01-10,1860,SP,Cível - Execução,97989.97,Provável,0.79,77711.28,83581.43,Encerrado
PROC-2026-01307,2016-05-11,2018-12-13,946,SP,Cível - Execução,31538.78,Provável,0.89,28009.48,26194.86,Encerrado
PROC-2026-01308,2017-09-19,2021-05-04,1323,SP,Cível - Outros,13221.4,Possível,0.34,6610.7,68614.41,Encerrado
PROC-2026-01309,2017-06-27,2024-09-24,2646,SP,Cível - Execução,422730.46,Provável,0.71,300861.21,162230.12,Encerrado
PROC-2026-01310,2018-11-25,2025-12-14,2576,SP,Cível - Execução,357022.96,Provável,0.8,286627.49,59241.26,Encerrado
PROC-2026-01311,2018-03-24,2025-06-16,2641,SP,Cível - Execução,463909.34,Provável,0.73,340793.09,154024.34,Encerrado
PROC-2026-01312,2015-12-19,2017-03-31,468,SP,Cível - Outros,377716.27,Provável,0.95,358117.43,28391.48,Ativo
PROC-2026-01313,2018-04-19,2019-12-18,608,SP,Cível - Outros,407938.51,Possível,0.48,203969.26,11184.99,Ativo
PROC-2026-01314,2015-06-16,2017-11-20,888,SP,Cível - Execução,125256.56,Provável,0.92,115479.55,49251.29,Ativo
PROC-2026-01315,2019-04-18,2024-01-22,1740,SP,Cível - Execução,378236.38,Provável,0.96,362642.54,50763.03,Ativo
PROC-2026-01316,2019-05-27,2024-12-30,2044,SP,Cível - Execução,243118.96,Provável,0.91,222081.41,124237.92,Encerrado
PROC-2026-01317,2019-03-14,2024-09-19,2016,SP,Cível - Execução,304195.02,Provável,0.79,238814.73,34643.36,Encerrado
PROC-2026-01318,2018-05-17,2021-04-26,1075,SP,Cível - Execução,402047.33,Provável,0.82,329723.62,56400.91,Ativo
PROC-2026-01319,2019-06-14,2020-11-23,528,SP,Cível - Execução,6587.99,Possível,0.6,3293.99,13817.48,Encerrado
PROC-2026-01320,2017-02-03,2019-09-27,966,SP,Cível - Indenizatória,398018.69,Provável,0.8,319413.43,29483.3,Encerrado
PROC-2026-01321,2017-08-09,2026-11-22,3392,SP,Cível - Execução,194111.44,Possível,0.35,97055.72,206742.28,Encerrado
PROC-2026-01322,2019-03-09,2034-04-15,5516,SP,Cível - Execução,117965.95,Provável,0.96,113811.23,168140.34,Encerrado
PROC-2026-01323,2016-07-30,2020-12-14,1598,SP,Cível - Execução,90936.06,Provável,0.98,89190.14,78638.45,Ativo
PROC-2026-01324,2015-12-16,2027-05-23,4176,SP,Cível - Outros,133062.92,Provável,0.85,112599.24,140296.56,Encerrado
PROC-2026-01325,2015-01-15,2022-08-29,2783,SP,Cível - Outros,380559.31,Provável,0.72,273752.95,47040.06,Encerrado
PROC-2026-01326,2017-07-30,2024-02-24,2400,SP,Cível - Outros,91015.09,Provável,0.7,63749.17,125315.06,Encerrado
PROC-2026-01327,2019-02-08,2031-01-26,4370,SP,Cível - Outros,272217.72,Possível,0.34,136108.86,80298.39,Ativo
PROC-2026-01328,2018-12-10,2024-01-23,1870,SP,Cível - Outros,54902.2,Provável,1.0,54706.68,86978.49,Encerrado
PROC-2026-01329,2016-05-10,2021-08-16,1924,SP,Cível - Execução,402440.22,Provável,0.97,388372.11,87538.06,Encerrado
PROC-2026-01330,2019-12-02,2023-01-25,1150,SP,Cível - Execução,63122.14,Provável,0.95,60205.51,76102.71,Ativo
PROC-2026-01331,2015-05-18,2025-09-16,3774,SP,Cível - Execução,61952.25,Possível,0.31,30976.12,240040.68,Encerrado
PROC-2026-01332,2016-10-30,2023-07-02,2436,SP,Cível - Execução,317315.02,Provável,0.98,309544.24,161374.47,Ativo
PROC-2026-01333,2015-05-19,2024-12-19,3502,SP,Cível - Outros,311949.54,Provável,0.72,223189.53,202737.19,Ativo
PROC-2026-01334,2018-07-08,2034-01-06,5661,SP,Cível - Execução,421812.16,Provável,0.73,308763.01,160107.75,Encerrado
PROC-2026-01335,2017-10-07,2031-03-14,4906,SP,Cível - Execução,217603.22,Provável,0.82,177474.47,170316.96,Ativo
PROC-2026-01336,2016-05-21,2018-05-11,720,SP,Cível - Indenizatória,436970.16,Provável,0.94,408647.42,15071.95,Encerrado
PROC-2026-01337,2017-04-06,2018-11-15,588,SP,Cível - Execução,68633.73,Provável,0.82,56039.38,27338.51,Encerrado
PROC-2026-01338,2015-10-05,2018-04-28,936,SP,Cível - Execução,129962.89,Provável,0.93,120358.47,61552.65,Ativo
PROC-2026-01339,2017-06-16,2033-08-21,5910,SP,Trabalhista,358995.37,Provável,0.81,290026.89,331811.89,Ativo
PROC-2026-01340,2019-11-12,2024-06-18,1680,SP,Cível - Execução,238322.37,Provável,0.98,233928.64,55245.11,Encerrado
PROC-2026-01341,2016-04-28,2024-07-05,2990,SP,Cível - Outros,33457.33,Provável,0.76,25270.6,140439.48,Encerrado
PROC-2026-01342,2015-09-28,2030-01-07,5215,SP,Cível - Indenizatória,100671.39,Provável,0.96,96273.43,262677.46,Ativo
PROC-2026-01343,2018-04-20,2031-08-10,4860,SP,Cível - Execução,189153.67,Provável,0.79,149193.03,102757.48,Ativo
PROC-2026-01344,2018-01-02,2024-04-30,2310,SP,Cível - Execução,109459.16,Possível,0.56,54729.58,142765.88,Encerrado
PROC-2026-01345,2018-11-14,2024-04-16,1980,SP,Cível - Execução,93294.25,Provável,0.83,77311.41,58093.57,Ativo
PROC-2026-01346,2016-08-29,2023-05-29,2464,SP,Cível - Execução,332304.88,Provável,0.84,278002.41,83719.17,Encerrado
PROC-2026-01347,2015-10-15,2017-05-13,576,SP,Cível - Outros,8947.51,Provável,0.73,6511.12,30573.16,Ativo
PROC-2026-01348,2018-10-18,2028-01-21,3382,SP,Cível - Indenizatória,488930.12,Provável,0.94,460409.18,210777.78,Encerrado
PROC-2026-01349,2018-05-16,2027-04-23,3264,SP,Cível - Outros,400258.07,Possível,0.37,200129.04,70150.53,Encerrado
PROC-2026-01350,2019-08-07,2032-07-01,4712,SP,Cível - Outros,265223.6,Provável,0.85,226604.29,224514.75,Encerrado
PROC-2026-01351,2017-01-28,2019-06-07,860,SP,Cível - Execução,384306.59,Provável,0.72,278085.63,18390.67,Ativo
PROC-2026-01352,2019-04-30,2022-12-01,1311,SP,Cível - Outros,372585.12,Possível,0.43,186292.56,85373.6,Encerrado
PROC-2026-01353,2015-01-01,2020-09-06,2075,SP,Cível - Execução,79896.22,Provável,0.98,78276.31,72068.07,Encerrado
PROC-2026-01354,2017-08-11,2021-06-14,1403,SP,Cível - Execução,450961.32,Provável,0.82,369014.94,61150.85,Encerrado
PROC-2026-01355,2016-01-05,2028-10-06,4658,SP,Cível - Indenizatória,146466.62,Provável,0.95,139107.77,106314.2,Encerrado
PROC-2026-01356,2016-04-16,2029-11-04,4950,SP,Cível - Outros,240820.85,Provável,0.85,204354.32,93453.83,Encerrado
PROC-2026-01357,2017-09-02,2019-03-14,558,SP,Cível - Outros,425868.59,Provável,0.79,338318.36,10628.47,Encerrado
PROC-2026-01358,2015-07-05,2018-01-14,924,SP,Cível - Execução,268795.35,Provável,0.78,209310.61,34736.29,Encerrado
PROC-2026-01359,2019-09-05,2037-11-11,6642,SP,Cível - Execução,108614.94,Provável,0.73,79190.17,225758.95,Ativo
PROC-2026-01360,2018-03-22,2027-07-23,3410,SP,Cível - Outros,220091.33,Provável,0.76,167119.9,92562.57,Encerrado
PROC-2026-01361,2015-08-07,2022-04-29,2457,SP,Cível - Execução,151257.1,Provável,0.86,129795.12,163487.6,Encerrado
PROC-2026-01362,2019-01-14,2029-05-21,3780,SP,Cível - Execução,247377.7,Provável,0.79,196249.93,131510.75,Ativo
PROC-2026-01363,2017-08-20,2020-10-03,1140,SP,Cível - Execução,478369.99,Possível,0.61,239184.99,55477.05,Ativo
PROC-2026-01364,2015-10-10,2018-09-06,1062,SP,Cível - Outros,422083.94,Possível,0.31,211041.97,45875.72,Ativo
PROC-2026-01365,2019-03-17,2021-04-23,768,SP,Cível - Execução,39700.16,Provável,0.8,31602.92,13189.17,Encerrado
PROC-2026-01366,2018-10-28,2038-05-16,7140,SP,Trabalhista,320711.18,Provável,0.72,231268.56,190516.37,Ativo
PROC-2026-01367,2016-10-28,2023-07-28,2464,SP,Cível - Execução,160841.52,Provável,0.85,136028.34,55673.3,Encerrado
PROC-2026-01368,2017-07-18,2025-10-20,3016,SP,Cível - Execução,70875.75,Provável,0.75,53315.08,137079.36,Encerrado
PROC-2026-01369,2019-04-16,2025-05-14,2220,SP,Cível - Execução,469401.9,Possível,0.58,234700.95,116782.64,Encerrado
PROC-2026-01370,2017-04-24,2022-02-07,1750,SP,Cível - Execução,64840.26,Provável,0.76,49465.98,60094.9,Ativo
PROC-2026-01371,2018-08-09,2023-05-30,1755,SP,Cível - Execução,260489.65,Provável,0.8,207721.97,79775.16,Ativo
PROC-2026-01372,2017-04-21,2025-04-06,2907,SP,Cível - Execução,318980.87,Provável,0.95,303309.0,94281.51,Encerrado
PROC-2026-01373,2016-12-11,2022-03-31,1936,SP,Cível - Execução,289122.05,Provável,0.79,228093.67,112723.84,Encerrado
PROC-2026-01374,2019-05-03,2020-12-11,588,SP,Cível - Indenizatória,74984.74,Provável,0.83,61887.13,23529.17,Encerrado
PROC-2026-01375,2019-12-03,2021-10-08,675,SP,Cível - Outros,499619.47,Provável,0.8,400599.6,42577.4,Ativo
PROC-2026-01376,2019-03-06,2023-05-24,1540,SP,Cível - Execução,378025.55,Provável,0.97,365193.45,45524.14,Encerrado
PROC-2026-01377,2017-05-18,2019-05-14,726,SP,Cível - Execução,406374.74,Provável,0.91,368183.37,13090.56,Encerrado
PROC-2026-01378,2018-05-18,2026-03-13,2856,SP,Cível - Outros,213328.67,Provável,0.74,157946.08,90794.31,Encerrado
PROC-2026-01379,2016-06-01,2018-03-23,660,SP,Cível - Execução,134775.21,Possível,0.39,67387.61,20303.85,Encerrado
PROC-2026-01380,2015-05-04,2025-05-05,3654,SP,Cível - Execução,413846.83,Provável,0.93,385020.05,239193.3,Encerrado
PROC-2026-01381,2017-03-31,2024-02-23,2520,SP,Cível - Outros,486802.03,Possível,0.68,243401.02,65546.06,Encerrado
PROC-2026-01382,2016-12-24,2023-09-29,2470,SP,Cível - Outros,462855.35,Possível,0.63,231427.67,57531.28,Encerrado
PROC-2026-01383,2016-06-24,2019-11-18,1242,SP,Cível - Execução,17074.84,Possível,0.35,8537.42,49137.38,Ativo
PROC-2026-01384,2016-07-20,2022-10-17,2280,SP,Cível - Outros,498232.91,Provável,0.74,368727.67,41768.61,Encerrado
PROC-2026-01385,2018-07-16,2023-03-17,1705,SP,Cível - Outros,233579.21,Provável,0.94,219792.08,85536.6,Encerrado
PROC-2026-01386,2016-09-03,2020-07-12,1408,SP,Cível - Execução,55970.44,Provável,0.92,51354.27,73298.21,Encerrado
PROC-2026-01387,2018-10-24,2020-07-23,638,SP,Cível - Execução,275451.93,Provável,0.87,239091.32,29549.46,Encerrado
PROC-2026-01388,2019-05-04,2022-01-18,990,SP,Cível - Outros,155397.7,Provável,0.91,140985.28,26876.21,Encerrado
PROC-2026-01389,2015-03-19,2020-07-08,1938,SP,Cível - Execução,196488.07,Provável,0.91,178982.25,47184.62,Ativo
PROC-2026-01390,2016-04-29,2021-07-02,1890,SP,Cível - Execução,299805.74,Provável,0.76,228907.93,118338.66,Encerrado
PROC-2026-01391,2018-12-01,2020-03-13,468,SP,Cível - Execução,373978.85,Possível,0.3,186989.43,14181.28,Ativo
PROC-2026-01392,2017-10-06,2022-11-09,1860,SP,Cível - Execução,251881.58,Provável,0.73,183599.4,80914.49,Encerrado
PROC-2026-01393,2018-05-02,2024-12-05,2409,SP,Cível - Execução,36041.73,Provável,0.82,29425.3,51205.32,Encerrado
PROC-2026-01394,2019-09-29,2022-09-06,1073,SP,Cível - Outros,306442.01,Provável,0.76,231484.92,24098.06,Ativo
PROC-2026-01395,2018-09-02,2024-11-03,2254,SP,Cível - Execução,169145.32,Possível,0.53,84572.66,38668.15,Ativo
PROC-2026-01396,2015-02-21,2019-04-13,1512,SP,Cível - Execução,230306.65,Provável,0.89,205168.29,51652.49,Ativo
PROC-2026-01397,2018-02-15,2023-09-29,2052,SP,Cível - Indenizatória,373951.56,Provável,0.77,288770.79,61703.28,Encerrado
PROC-2026-01398,2019-10-15,2026-05-05,2394,SP,Cível - Execução,476955.36,Provável,0.79,376571.2,132106.58,Ativo
PROC-2026-01399,2018-04-24,2030-11-17,4590,SP,Cível - Execução,134911.02,Possível,0.52,67455.51,199034.62,Encerrado
PROC-2026-01400,2017-04-18,2023-08-15,2310,SP,Cível - Execução,193895.22,Provável,0.95,184223.92,134922.16,Encerrado
PROC-2026-01401,2018-01-16,2026-11-12,3222,SP,Cível - Indenizatória,447040.87,Provável,0.92,410874.91,90298.65,Ativo
PROC-2026-01402,2019-02-19,2028-11-22,3564,SP,Cível - Execução,257202.96,Possível,0.62,128601.48,74540.68,Encerrado
PROC-2026-01403,2016-05-26,2023-02-23,2464,SP,Cível - Execução,374477.24,Provável,0.82,306402.0,146171.03,Encerrado
PROC-2026-01404,2016-08-08,2019-08-19,1106,SP,Cível - Execução,498349.81,Provável,0.88,437531.05,59009.51,Ativo
PROC-2026-01405,2015-02-18,2019-06-12,1575,SP,Cível - Outros,164267.0,Possível,0.47,82133.5,59586.73,Encerrado
PROC-2026-01406,2019-09-19,2021-02-20,520,SP,Cível - Execução,307859.82,Provável,0.93,286019.72,16975.02,Encerrado
PROC-2026-01407,2015-05-03,2018-03-30,1062,SP,Cível - Outros,73720.69,Provável,0.74,54487.15,68476.07,Ativo
PROC-2026-01408,2015-04-09,2033-05-24,6620,SP,Cível - Execução,175510.85,Provável,0.83,146548.15,213957.6,Encerrado
PROC-2026-01409,2019-04-23,2025-08-10,2301,SP,Trabalhista,203124.22,Provável,0.99,201571.82,86528.06,Encerrado
PROC-2026-01410,2018-12-15,2022-12-18,1464,SP,Cível - Indenizatória,309528.4,Provável,0.93,286668.47,54246.07,Encerrado
PROC-2026-01411,2018-12-24,2025-06-18,2368,SP,Cível - Execução,461226.08,Provável,0.78,359868.45,109971.43,Encerrado
PROC-2026-01412,2016-04-20,2028-01-24,4296,SP,Cível - Outros,227317.98,Provável,0.71,161879.47,73643.43,Encerrado
PROC-2026-01413,2016-11-17,2020-01-29,1168,SP,Cível - Outros,389304.6,Possível,0.34,194652.3,66825.85,Ativo
PROC-2026-01414,2016-05-22,2020-03-28,1406,SP,Cível - Outros,232255.09,Provável,0.84,195483.04,37511.5,Encerrado
PROC-2026-01415,2015-12-16,2018-08-26,984,SP,Cível - Execução,446071.51,Provável,0.7,313345.21,31879.43,Ativo
PROC-2026-01416,2015-10-20,2021-08-19,2130,SP,Cível - Execução,195670.92,Provável,0.8,157162.27,87547.44,Encerrado
PROC-2026-01417,2016-08-24,2017-01-03,132,SP,Cível - Outros,435505.0,Provável,0.73,317712.31,7434.53,Ativo
PROC-2026-01418,2019-08-29,2023-08-11,1443,SP,Cível - Indenizatória,298003.84,Provável,0.77,229101.4,66238.21,Encerrado
PROC-2026-01419,2019-02-05,2021-12-15,1044,SP,Cível - Outros,244593.83,Provável,0.83,203556.3,62864.62,Ativo
PROC-2026-01420,2019-02-01,2028-02-08,3294,SP,Cível - Execução,216992.28,Provável,0.89,192380.9,55013.1,Ativo
PROC-2026-01421,2017-03-04,2029-12-27,4681,SP,Cível - Indenizatória,179181.11,Provável,0.97,173560.54,123054.18,Ativo
PROC-2026-01422,2019-10-05,2028-01-05,3014,SP,Cível - Outros,290633.49,Provável,0.84,245242.15,146459.29,Encerrado
PROC-2026-01423,2018-01-02,2025-02-24,2610,SP,Cível - Execução,323865.78,Provável,0.84,272703.29,147212.51,Encerrado
PROC-2026-01424,2016-08-03,2031-04-22,5375,SP,Cível - Execução,228935.21,Provável,0.94,214956.72,195868.64,Ativo
PROC-2026-01425,2017-07-23,2033-09-21,5904,SP,Cível - Execução,355336.29,Provável,0.91,324889.43,315787.24,Ativo
PROC-2026-01426,2018-05-07,2035-10-13,6368,SP,Cível - Execução,427441.99,Provável,0.85,363454.07,233302.61,Ativo
PROC-2026-01427,2017-11-14,2021-02-14,1188,SP,Cível - Execução,96919.16,Provável,0.8,77548.3,55313.95,Encerrado
PROC-2026-01428,2019-01-15,2021-02-03,750,SP,Cível - Execução,243055.2,Provável,0.7,170315.17,40721.37,Encerrado
PROC-2026-01429,2018-12-16,2032-01-16,4779,SP,Cível - Execução,78436.15,Provável,0.77,60295.73,92790.94,Encerrado
PROC-2026-01430,2017-03-21,2032-05-01,5520,SP,Cível - Execução,17431.15,Provável,0.97,16991.23,295597.23,Encerrado
PROC-2026-01431,2015-10-18,2021-07-06,2088,SP,Cível - Outros,104424.54,Possível,0.55,52212.27,125380.61,Ativo
PROC-2026-01432,2019-07-28,2022-09-09,1139,SP,Cível - Execução,76947.19,Provável,0.75,57943.49,45627.88,Encerrado
PROC-2026-01433,2018-11-17,2022-01-07,1147,SP,Cível - Outros,97369.62,Provável,0.92,89989.48,29739.14,Ativo
PROC-2026-01434,2016-12-20,2032-10-12,5775,SP,Cível - Execução,385472.61,Provável,0.9,346797.99,180801.78,Ativo
PROC-2026-01435,2017-05-26,2021-02-11,1357,SP,Cível - Indenizatória,463787.56,Provável,0.92,425993.78,42458.03,Encerrado
PROC-2026-01436,2016-12-04,2026-12-19,3667,SP,Cível - Execução,391293.73,Provável,0.74,291258.69,168393.09,Encerrado
PROC-2026-01437,2019-02-10,2029-05-21,3753,SP,Cível - Execução,30268.72,Provável,0.95,28684.15,196869.88,Ativo
PROC-2026-01438,2015-01-16,2022-10-08,2822,SP,Cível - Execução,471924.65,Provável,0.76,359876.16,71650.99,Encerrado
PROC-2026-01439,2018-07-01,2021-08-14,1140,SP,Cível - Execução,431424.88,Provável,0.74,318443.88,50542.31,Encerrado
PROC-2026-01440,2017-03-31,2023-07-30,2312,SP,Cível - Execução,10662.61,Provável,0.83,8836.55,94221.42,Ativo
PROC-2026-01441,2018-07-18,2041-04-15,8307,SP,Cível - Execução,470336.2,Provável,0.94,441502.18,503533.84,Ativo
PROC-2026-01442,2018-08-06,2026-10-05,2982,SP,Cível - Execução,429878.23,Provável,0.88,380113.53,152512.68,Ativo
PROC-2026-01443,2016-10-10,2020-12-14,1526,SP,Cível - Execução,474358.26,Provável,0.88,418106.74,52927.49,Encerrado
PROC-2026-01444,2016-10-03,2032-03-08,5635,SP,Cível - Outros,220180.49,Provável,0.86,189478.06,237501.65,Encerrado
PROC-2026-01445,2017-01-03,2036-02-03,6970,SP,Cível - Execução,122596.72,Provável,0.72,88453.51,355057.15,Ativo
PROC-2026-01446,2016-08-26,2022-06-08,2112,SP,Cível - Outros,166223.21,Provável,0.99,163772.86,47754.94,Ativo
